"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
MERCIA VIANA NOVAIS - ME;BADIONALDO;"12.610.614/0001-74";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;58.310.000;PB;Cabedelo;Cabedelo;RUA VITURINO CARDOSO, 196 PRAIA DO POÇO;(83) 3250-1299;;amauribvm@hotmail.com;;;"15.055938.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";380;Nenhuma das Opções
PANIFICADORA E LANCHONETE UNAPÃO LTDA - ME;DOCE PÃO;"00.634.341/0001-19";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Similar;45.690.000;BA;Una;Una;PÇA. MANOEL PEREIRA DE ALMEIDA, Nº60 - CENTRO;(73) 3236-1131;;tuyutyturismo@gmail.com;;;"05.078963.15.0001-1";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";24;Nenhuma das Opções
MALENA RIBEIRO  DA SILVA BELLINCANTA - ME;ESPETINHO DO ZAZA;"15.432.624/0001-55";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Similar;79.006.460;MS;Campo Grande;Vila Bandeirante;R. DR. MARIO QUINTANILHA,249;(67) 8416-0687;(67) 3331-1486;jrbellincanta@outlook.com;;;"12.075162.15.0001-2";"5611-2/02-BAR COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Secundário)";100;Nenhuma das Opções
LA PALME BISTRO LTDA ME;LA PALME BISTRO;"16.563.170/0001-14";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;86.020.080;PR;Londrina;Centro;AV. HIGIENOPOLIS  436;(43) 3026-4925;;contato@laplame.com.br;jgomes@3protestos.com.br;www.lapalme.com.br;"18.075642.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;Inglês
PILÃO BAR E RESTAURANTE LTDA-ME;PILÃO ENSEADA;"05.914.380/0001-93";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;29.050.256;ES;Vitória;Enseada do Suá;AV: NOSSA SENHORA DOS NAVEGANTES 7  , LJ 03;(27) 3315-5650;;pilaoenseada@hotmail.com;;;"08.074440.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";250;Nenhuma das Opções
L ALVES VIEIRA-ME;CAMURÇA BAR, RESTAURANTE,LANCHONETE E PIZZARIA;"18.988.911/0001-34";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;68.700.020;PA;Capanema;Centro;PRAÇA MAGALHÃES BARATA, 27;(91) 3466-1497;;thaynatanoue@hotmail.com;;;"14.071821.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;
JOSE CARLOS DOS SANTOS 39805425568;BOTECO DO CHINA;"18.443.082/0001-04";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Bar;48.602.210;BA;Paulo Afonso;Vila Poty;PÇ. VEREADOR JOÃO DE BRITO, S/N. CENTRO;(75) 98844-6600;;carlos_santos1966@hotmail.com;;;"05.089104.15.0001-5";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";280;Nenhuma das Opções
VILMA SALES DE SOUZA -ME;VILMA SALES DE SOUZA -ME;"21.821.459/0001-26";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Similar;37.640.000;MG;Extrema;Extrema;RUA CEL ANTONIO C PINTO, 138 - CENTRO;(35) 3435-1279;;rafaela@padinha.com.br;;;"11.089162.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";20;Nenhuma das Opções
NAKATA & CIA LTDA - ME;SHANGAI ORIENTAL FOOD;"22.299.288/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;79.750.000;MS;Nova Andradina;Nova Andradina;RUA SENADOR AURO DE MOURA ANDRADE Nº. 1778;(67) 3441-1155;(67) 9650-2807;escritoriolima01@outlook.com;;;"12.074049.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";54;Japonês
RESTAURANTE NONNO MIO LTDA - EPP;NONNO MIO;"91.493.189/0001-57";Sociedade Empresária;"01/04/1987";Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Bar;95.670.000;RS;Gramado;Gramado;AV BORGES DE MEDEIROS  2070 SALA 1 E 2;(54) 3286-1252;(54) 3036-1252;nonnomio@nonnomil.com.br;;www.nonnomio.com.br;"23.029878.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;Alemão ,Italiano ,Inglês
CARVALHO ARANTES RESTAURANTE LTDA - ME;MUNDAREO RESTAURANTE;"71.677.561/0001-78";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;78.030.080;MT;Cuiabá;Jardim Primavera;RUA DR. LIMA AVELINO, 192;(65) 3365-5143;;junior@mundareo.com.br;;;"13.049579.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";250;Italiano ,Japonês ,Inglês
Y.A.M. RESTAURANTE LTDA - ME;GANZA RESTAURANTE E PEIXARIA;"12.015.001/0001-99";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;78.140.100;MT;Várzea Grande;Figueirinha;AV ALEIXO RAMOS DA CONCEIÇÃO (ESTRADA DA GUARITA);(65) 9624-2211;;yure_miranda@hotmail.com;;;"13.056485.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;Espanhol ,Inglês
D. DA CUNHA CASTRO - ME;RESTAURANTE E PANIFICADORA SÃO MIGUEL;"07.509.543/0001-88";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;68.721.000;PA;Salinópolis;Salinópolis;RUA JOÃO PESSOA, Nº 2465;(91) 3423-1979;;edggilson@hotmail.com;;;"14.062019.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";52;Nenhuma das Opções
DILL E DILL LTDA - ME;ARENA FUTEBOL CLUBE;"09.365.505/0001-24";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Bar;88.501.050;SC;Lages;Centro;RUA OTACILIO VIEIRA DA COSTA, 363;(49) 3222-3617;;arena@arenafcbar.com.br;;www.arenafcbar.com.br;"24.089250.15.0001-3";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";250;Nenhuma das Opções
ELIZETE NASCIMENTO MONTEIRO;D'GUST;"17.574.894/0001-26";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;69.980.000;AC;Cruzeiro do Sul;Cruzeiro do Sul;AV.RODRIGUES ALVES-49 -AN.01-CENTRO;(68) 3322-3388;(68) 9923-2569;ronivon32@hotmail.com;;;"01.063525.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;Nenhuma das Opções
MATHEUS FARIAS FREIRE;RESTAURANTE DA DUDA;"21.776.503/0001-23";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;68.730.000;PA;Nova Timboteua;Nova Timboteua;AV. BARÃO DO RIO BRANCO S/N;(91) 98192-4612;;matheduda2016@gmail.com;;;"14.077819.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";30;Nenhuma das Opções
TABERNA PORTUGUESA LTDA - ME;TABERNA PORTUGUESA;"05.854.222/0001-95";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;78.032.035;MT;Cuiabá;Goiabeiras;AV. IPIRANGA, 560;(65) 3321-3661;(65) 3322-0743;soniacaasol2015@gmail.com;;;"13.053553.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";220;Espanhol ,Italiano ,Inglês
NILZETE DOS SANTOS MORAIS 00277560500;NILZETE DOS SANTOS MORAIS 00277560500;"17.142.207/0001-01";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;48.180.000;BA;Entre Rios;Entre Rios;PRAÇA RUI BACELAR, Nº 206. CENTRO;(75) 99165-8031;;nilzetemorais76@gmail.com;;;"05.086883.15.0001-3";"5590-6/99-ESTALAGEM; SERVIÇO DE ALOJAMENTO  (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";60;Nenhuma das Opções
ARTE - PIZZARIA E RESTAURANTE LTDA;ARTE DA PIZZA;"09.481.081/0001-63";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;58.052.000;PB;João Pessoa;Anatólia;RUA BANCÁRIO SERGIO GUERRA, 90;(83) 3042-2022;;artedapizzajp@hotmail.com;;;"15.054626.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";141;Nenhuma das Opções
MARCOS AURELIO CHIABAI ME;RESTAURANTE E CHURRASCARIA KIABAI;"07.756.099/0001-03";Sociedade Empresária;"16/12/2005";Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;29.645.000;ES;Santa Maria de Jetibá;Santa Maria de Jetibá;R. FLORIANO BERGER, 170;(27) 3263-2694;;machiabai@yahoo.com.br;;;"08.037188.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";120;Nenhuma das Opções
SABORELLA LANCHONETE E RESTAURANTE LTDA ME;SABORELLA;"11.179.177/0001-13";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;29.650.000;ES;Santa Teresa;Santa Teresa;RUA CORONEL AVANCINI,32, LOJA 02 - CENTRO;(27) 9938-7212;(27) 3259-3769;saborellarestaurante@gmail.com;;;"08.053678.15.0001-3";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário), 5620-1/02-BUFE; SERVIÇOS DE ALIMENTAÇÃO (Secundário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";50;Nenhuma das Opções
RESTAURANTE CMJJ LTDA -ME;RESTAURANTE , LANCHONETE E PIZZARIA DO OSMAR;"24.889.583/0001-11";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;73.970.000;GO;Mambaí;Mambaí;AV CASTELO BRANCO, QUADRA26, LOTE 01;(62) 3484-1192;;lanchonetejjmc@gmail.com;;;"09.080491.15.0001-3";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";80;Nenhuma das Opções
EDIO FIGUEIRA - ME;RESTAURANTE DO LAGO ;"14.508.495/0001-79";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;88.715.000;SC;Jaguaruna;Jaguaruna;RUA NELSON RAMOS, S/N ;(48) 99924-6000;;alinevargas1990@outlook.com;;;"24.088803.15.0001-1";"5611-2/01-RESTAURANTE COM SERVIÇO COMPLETO
 (Primário)";200;Nenhuma das Opções
NELI M. COSMANN -ME;CHURRASCARIA O PANELÃO;"36.957.389/0001-05";Sociedade Empresária;"28/06/1991";Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Similar;78.600.000;MT;Barra do Garças;Barra do Garças;AV MINISTRO JOÃO ALBERTO, 678, CENTRO;(66) 3401-2273;;churrascaria_opanelao@hotmail.com;;;"13.035468.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";144;Nenhuma das Opções
WILLIAN DE FAVERI 00754261964;TOCA DO TIGRE;"23.735.386/0001-85";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Similar;88.845.000;SC;Cocal do Sul;Cocal do Sul; SRV SERVIDAO , SN;(48) 98482-1837;;wdefaveri@hotmail.com;;;"24.090040.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;Inglês
LINDAURA VIANA;RESTAURANTE E HOTEL VENEZA;"04.111.274/0001-09";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;69.930.000;AC;Xapuri;Xapuri;RUA MAJOR SALINAS-22-CENTRO;(68) 8426-4504;;cleitonxapuri@hotmail.com;;;"01.059850.15.0001-8";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";80;Espanhol
EMPORIO E LANCHONETE NADER EIRELI - ME;EMPORIO NADER;"10.731.163/0001-06";Empresa Individual (EIRELI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;74.140.150;GO;Goiânia;Setor Oeste;AV CASTELO BRANCO Nº 722 QD. 22 LT. 06 SETOR OESTE;(62) 3224-9653;;vilaboa@terra.com.br;;;"09.080183.15.0001-5";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";50;Nenhuma das Opções
ANGELA HEIDEMANN FEUSER & CIA LTDA - EPP;FLUSS HAUS CAFÉ COLONIAL;"11.922.552/0001-73";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;88.765.000;SC;São Martinho;São Martinho;ESTRADA GERAL, S/N, GALPÃO, VARGEM DO CEDRO;(48) 3053-4696;;angela@flusshaus.com.br;;www.flusshaus.com.br;"24.088927.15.0001-9";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";350;Alemão
BRUNNA CECY PEREIRA CORTEZ & CIA LTDA-ME;HOTEL BEIRA RIO;"22.279.156/0001-96";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;76.590.000;GO;São Miguel do Araguaia;São Miguel do Araguaia;AV SALUSTRINO  MARTINS PINHEIRO 96 QD:01 LT:19 E 20 PORTO LUIZ ALVES;(62) 3382-3103;;reservas@hotelbeirario-go.com.br;;;"09.074862.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5510-8/01-HOTEL (Secundário)";20;Nenhuma das Opções
A.NUNES CARDOSZO-ME;HOTEL E RESTAURANTE CAPIXABA;"07.477.046/0001-45";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;69.922.000;AC;Capixaba;Capixaba;AV.GOVERNADOR EDMUNDO PINTO-971-CENTRO;(68) 3234-1150;(68) 8411-3378;aurelianofcardoso@gmail.com;;;"01.059831.15.0001-2";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";80;
BAR E LANCHONETE PIRAPATOS LTDA - ME;BAR E LANCHONETE PIRAPATOS LTDA - ME;"21.662.424/0001-91";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;38.770.000;MG;João Pinheiro;João Pinheiro;RUA BR 040, KM 225;(38) 3561-9192;;voltsolar@energiasemconta.com.br;;;"11.077316.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;Nenhuma das Opções
SANTANA E SANTOS POUSADA E RESTAURANTE LTDA. - ME;MILENIU'S RESTAURANTE;"03.852.211/0001-40";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;57.460.000;AL;Piranhas;Piranhas;RUA CAMPO GRANDE, 20 - XINGÓ;(82) 3686-1681;;atendimento@milenius.com.br;;;"02.085900.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5510-8/01-HOTEL (Secundário)";80;Nenhuma das Opções
A. DE AZEVEDO SILVA RESTAURANTE - ME;RESTAURANTE FUNDO DE QUINTAL;"17.813.414/0001-32";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;46.960.000;BA;Lençóis;Lençóis;AV. 7 DE SETEMBRO, 93 - CENTRO;(75) 3334-2207;;dida.bate@hotmail.com;;;"05.089432.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";130;Nenhuma das Opções
ELENICE LEAL PEREIRA 45163065068;CAFE DA NICE;"19.922.645/0001-00";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Cafeteria;88.735.000;SC;Gravatal;Gravatal;AV PEDRO ZAPPELINI, 260;(48) 3648-2613;;elenice_leal_@hotmail.com;;;"24.088673.15.0001-5";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";30;Nenhuma das Opções
FABIO COSTA SANTOS E CIA LTDA - ME;AÇAI DO PORTO;"11.184.995/0001-04";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Bar;78.600.000;MT;Barra do Garças;Barra do Garças;RUA JOSÉ VALERIANO COSTA - CIDADE VELHA;(66) 3401-6000;(66) 3401-6000;biaano@hotmail.com;;;"13.088684.15.0001-6";"5611-2/03-CASA DE DOCES E SALGADOS; SERVIÇO DE ALIMENTAÇÃO (Secundário)";150;Nenhuma das Opções
MARIA CLARA SANTOS DE FARIA CPF 07177106618- ME;BABA EMPORIO  E RESTAURANTE;"17.636.003/0001-19";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;35.460.000;MG;Brumadinho;Brumadinho;ALAMEDA CANELA DE EMA 155 CASA BRANCA RECANTO DO VALE I;(31) 3575-3576;;merces@mercesfariaarquitetura.com.br;;;"11.085677.15.0001-4";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";68;Nenhuma das Opções
ALESSANDRA RIBEIRO BOTELHO;LANCHONETE CEBOLAO;"10.715.468/0001-16";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;76.420.000;GO;Niquelândia;Niquelândia;A GO 532 KM 30 SN MARGEM ESQUERDA ZONA RURAL;(62) 3354-1615;;sc-contabil@hotmail.com;;;"09.076724.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";26;Nenhuma das Opções
CLARICE BATISTA GOMES EIRELE-ME;MACROFOOD;"19.964.339/0001-36";Empresa Individual (EIRELI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;74.075.110;GO;Goiânia;Setor Aeroporto;ROD BR 153,S/N, QUADRAAREA LOTE01, AREA 01,BLOCO 7, FAZENDA BOTA FOGO;(62) 4006-5353;;fernando@congelcontabilidade.com.br;;;"09.075659.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;Inglês
MAGDA CRISTINA BARBOSA LIMA - EPP;ARTE PÃO;"37.826.484/0001-32";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Cafeteria;75.800.093;GO;Jataí;Vila Santa Maria;RUA RIO VERDE Nº 795 BAIRRO SANTA MARIA;(64) 3631-0096;(64) 3636-7940;lorenavasconcelo@hotmail.com;;;"09.075907.15.0001-6";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";44;Russo
BAR E COSTELARIA UBATUBA LTDA - ME;BAR E COSTELARIA UBATUBA LTDA - ME;"11.771.194/0001-45";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Bar;11.680.000;SP;Ubatuba;Ubatuba;R SALVADOR CORREA, 414;(12) 3833-5139;;nataliabraun@hotmail.com;;;"26.082499.15.0001-7";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";120;Nenhuma das Opções
TOP AÇAÍ BRASÍLIA EIRELI - EPP;TOP AÇAÍ;"21.525.203/0001-71";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Operação;Restaurantes, Cafeterias e Bares;Similar;71.908.180;DF;Taguatinga;Norte (Águas Claras);RUA 07 NORTE LOTE 03, 05 E 07 LOJA 09;(61) 3965-9633;;contato@volpeconsultoria.com;;;"07.079712.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";30;Espanhol ,Inglês
JOSE VIEIRA DORNELAS - ME;RESTAURANTE FAZENDA DA GRAMA;"23.323.835/0001-88";Empresário Individual (Não MEI);;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;36.910.000;MG;Santa Margarida;Santa Margarida;FAZ DA GRAMA - ZONA RURAL;(31) 98487-2650;;wandersonoliveira@hotmail.com;;;"11.076730.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";150;Nenhuma das Opções
J A M - RESTAURANTE E LANCHONETE LTDA;PORTAL DO SABOR;"02.894.856/0001-83";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;74.120.020;GO;Goiânia;Setor Oeste;R 10 N 177 QD A LT 18 ;(62) 3215-7346;(62) 3283-8937;julianileaocabral@hotmail.com;;;"09.045899.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";100;Nenhuma das Opções
LUIZ RODRIGUES DOS SANTOS 67960278334;CHURRASCARIA E RESTAURANTE BOM SABOR;"24.630.370/0001-70";Microempreendedor Individual (MEI);;Mei;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;65.195.000;MA;Santo Amaro;Santo Amaro;RUA DAS FLORES, Nº 320 A - CENTRO;(98) 98707-7991;;santoamarojorge@hotmail.com;;;"10.088610.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";24;Nenhuma das Opções
RAIZES RESTAURANTE E PIZZARIA LTDA - EPP;RAIZES CHOPERIA E RESTAURANTE;"05.832.716/0001-79";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;11.680.000;SP;Ubatuba;Ubatuba;AVENIDA LEOVIGILDO DIAS VIEIRA, 1280;(12) 3832-3377;;erisson.raizes@uol.com.br;;;"26.072218.15.0001-4";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";250;Inglês
J FERREIRA RODRIGUES - EIRELI  ME;BEER.COM;"19.501.447/0001-72";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;68.537.000;PA;Canaã dos Carajás;Canaã dos Carajás;AV. WEINE CAVALCANTE 846;(94) 3358-1498;;turismo.canaa@hotmail.com;;;"14.078953.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;
ITU GRILL RESTAURANTE E PIZZARIA LTDA ME;ITU GRILL RESTAURANTE E PIZZARIA LTDA ME;"06.956.667/0001-49";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;1.231.001;SP;São Paulo;Santa Cecília;RUA BARONESA DE ITU, 281;(11) 3825-6270;;marcelo.seara1@terra.com.br;;;"26.042602.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";110;Inglês
YAMAGUCHI LTDA EPP;RESTAURANTE MIYOSHI;"04.243.696/0001-38";Empresa Individual (EIRELI);"06/04/2001";Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;88.015.700;SC;Florianópolis;Centro;AVENIDA RUBENS DE ARRUDA RAMOS, 1068;(48) 3226-0550;(48) 3226-0550;admfloripa@miyoshi.com.br;;;"24.033985.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";177;Nenhuma das Opções
ORGANIZAÇÃO DE BOM GOSTO TIA NANINHA LIMITADA;AMOR PERFEITO TIA NANINHA;"12.849.513/0001-50";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Similar;77.370.000;TO;Natividade;Natividade;PRAÇA DA MATRIZ;(63) 3372-1470;;tia-naninha@hotmail.com;;;"27.046441.15.0001-2";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";40;Nenhuma das Opções
ESPAÇO 32 - RESTAURANTE E LANCHONETE LTDA;ESPAÇO 32;"09.653.498/0001-66";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;90.650.001;RS;Porto Alegre;Partenon;AV BENTO GONCALVES, 4314, LOJA 32;(51) 3093-3256;;espaco32@gmail.com;;;"23.038059.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;Espanhol ,Inglês
I.V. DOS SANTOS JÚNIOR;REI DA PIZZA;"11.670.505/0002-60";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;69.970.000;AC;Tarauacá;Tarauacá;AVENIDA TANCREDO NEVES, 640 -CENTRO;(68) 3462-3175;(68) 9904-2233;cleuristoncastro@hotmail.com;;;"01.049416.15.0002-8";"5611-2/01-ROTISSERIA; SERVIÇO DE ALIMENTAÇÃO (Primário)";112;Nenhuma das Opções
HOTEL RENASCER LTDA -ME;HOTEL RENASCER;"15.296.680/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Restaurante;75.650.000;GO;Morrinhos;Morrinhos;AV CORONEL FERNANDO BARBOSA;(64) 3413-1280;;hotelrenascerltda@gmail.com;;;"09.054762.15.0001-5";"5510-8/01-HOTEL (Primário), 5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Secundário)";58;Nenhuma das Opções
CONFEITARIA E SORVETERIA COLANDY LTDA - ME;LANCHONETE COLANDY;"25.023.706/0001-08";Sociedade Empresária;;Microempresa;Em Operação;Restaurantes, Cafeterias e Bares;Similar;74.040.010;GO;Goiânia;Setor Central;AV. ANHANGUERA, 4810 - SALA 1A - CENTRO;(62) 3223-3141;;panificadoracolandy@hotmail.com;;;"09.075147.15.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";30;Nenhuma das Opções
